name,long_name,positions,club,overall,pace,shooting,passing,dribbling,defending,physic,value_eur,age,height_cm
D. Udogie,Destiny Udogie,LB,Tottenham Hotspur,81,88,64,74,80,77,80,35000000,21,186
D. Zakaria,Denis Zakaria,"CDM,CM",AS Monaco,81,80,67,74,77,79,85,26500000,27,190
David Neres,David Neres Campos,"LW,LM,RM",SSC Napoli,81,86,76,75,86,46,64,27500000,27,175
E. Eze,Eberechi Eze,"CAM,LW",Crystal Palace,81,78,79,77,84,49,69,32000000,26,178
F. Kessié,Franck Yannick Kessié,"CDM,CM",Al Ahli SFC,81,79,77,73,78,80,87,26500000,27,183
F. Kostić,Filip Kostić,"LM,LB",Fenerbahçe SK,81,83,75,81,80,70,79,21500000,31,184
F. Nmecha,Felix Nmecha,"CDM,CM",Borussia Dortmund,81,80,72,73,81,80,84,35500000,23,194
Fabinho,Fábio Henrique Tavares,"CDM,CM",Al Ittihad,81,57,69,77,76,79,80,21500000,30,188
Ferran Torres,Ferran Torres García,"LW,RW,ST",FC Barcelona,81,83,79,77,82,35,68,35000000,24,184
Fred,Frederico de Paula Santos,"CM,CDM",Fenerbahçe SK,81,78,71,79,82,76,78,21000000,31,169
G. Lo Celso,Giovani Lo Celso,"CAM,RM",Real Betis Balompié,81,69,79,82,83,68,71,26000000,28,177
H. Vanaken,Hans Vanaken,"CAM,CM",Club Brugge KV,81,45,79,85,77,60,76,21500000,31,195
I. Bennacer,Ismaël Bennacer,"CDM,CM",Olympique de Marseille,81,77,72,81,83,77,75,28500000,26,175
Ibañez,Roger Ibañez Da Silva,CB,Al Ahli SFC,81,85,32,45,60,82,83,28500000,25,185
Isi,Isaac Palazón Camacho,"CAM,RM,ST",Rayo Vallecano,81,86,77,80,82,39,66,25500000,29,169
J. Grealish,Jack Grealish,"LW,LM",Manchester City,81,76,76,81,86,53,72,26000000,28,180
J. McGinn,John McGinn,"LM,RM,CAM",Aston Villa,81,70,77,78,81,77,85,25500000,29,178
J. Sancho,Jadon Sancho,"LM,RM",Chelsea FC,81,80,73,77,88,35,57,33500000,24,180
Jorginho,Luiz Frello Filho Jorge,"CDM,CM",Arsenal FC,81,46,67,82,79,73,67,17000000,32,178
K. Trippier,Kieran Trippier,RB,Newcastle United,81,67,65,84,77,80,72,13500000,33,173
L. Pellegrini,Lorenzo Pellegrini,"CAM,CM",AS Roma,81,75,77,81,81,74,76,26000000,28,186
L. Suárez,Luis Suárez,ST,Inter Miami,81,59,82,77,75,41,75,9000000,37,182
M. Darmian,Matteo Darmian,"RB,CB,RM",Inter Milan,81,72,62,74,76,82,76,9500000,34,182
M. Gibbs-White,Morgan Gibbs-White,CAM,Nottingham Forest,81,76,76,81,83,60,72,33500000,24,179
M. Ginter,Matthias Ginter,CB,SC Freiburg,81,54,59,71,66,84,75,21000000,30,190
M. Guéhi,Marc Guéhi,CB,Crystal Palace,81,74,39,69,73,82,79,31500000,23,182
M. Götze,Mario Götze,"CM,CAM,RM",Eintracht Frankfurt,81,55,74,83,83,55,70,20000000,32,176
M. Kean,Moise Kean,ST,Fiorentina,81,85,80,58,80,40,76,37500000,24,183
M. Kerkez,Milos Kerkez,LB,AFC Bournemouth,81,87,59,73,77,76,79,33500000,20,180
M. Reus,Marco Reus,"CAM,ST",LA Galaxy,81,58,83,83,83,53,63,10500000,35,180
M. Rogers,Morgan Rogers,"CAM,LM,RM",Aston Villa,81,77,76,78,83,63,79,37500000,21,188
M. Škriniar,Milan Škriniar,CB,Fenerbahçe SK,81,57,48,60,65,83,81,21500000,29,188
Matheus Cunha,Matheus Santos Carneiro Da Cunha,"CAM,LW,ST",Wolverhampton Wanderers,81,84,82,78,84,44,75,32500000,25,183
Miguel Gutiérrez,Miguel Gutiérrez Ortega,"LB,LM",Girona FC,81,82,71,79,81,76,74,35000000,22,180
Murillo,Murillo Costa dos Santos,CB,Nottingham Forest,81,80,48,66,70,81,83,36000000,21,180
N. Aguerd,Nayef Aguerd,CB,Real Sociedad,81,73,50,67,65,82,77,24500000,28,190
N. Jackson,Nicolas Jackson,ST,Chelsea FC,81,85,78,70,82,40,78,37500000,23,187
N. Mazraoui,Noussair Mazraoui,"RB,CB,RM",Manchester United,81,78,66,77,83,78,71,27500000,26,183
N. Milenković,Nikola Milenković,CB,Nottingham Forest,81,58,45,62,62,82,84,28000000,26,195
N. Molina,Nahuel Molina,RB,Atlético Madrid,81,85,67,74,78,77,72,27500000,26,175
N. Otamendi,Nicolás Otamendi,CB,SL Benfica,81,60,57,64,59,83,86,4600000,36,183
N. Süle,Niklas Süle,"CB,RB",Borussia Dortmund,81,68,51,66,66,82,79,22000000,28,195
Nailton Suzuki,Nailton Suzuki Ito,"CAM,ST",Atlético Mineiro,81,82,73,77,82,52,71,26000000,28,180
O. Giroud,Olivier Giroud,ST,Los Angeles FC,81,48,82,71,74,41,79,9000000,37,193
O. Kökçü,Orkun Kökçü,"CM,CAM",SL Benfica,81,72,77,83,80,68,76,36500000,23,175
Oswaldinato,Marvin Oswaldo Rangel Azevedo,ST,Flamengo,81,76,81,67,77,20,79,26500000,28,184
P. Højbjerg,Pierre-Emile Højbjerg,"CDM,CM",Olympique de Marseille,81,50,73,76,74,77,80,22500000,28,187
Pau Cubarsí,Pau Cubarsí Paredes,CB,FC Barcelona,81,71,42,65,74,83,75,49500000,17,182
Pau Torres,Pau Francisco Torres,CB,Aston Villa,81,70,41,77,70,83,77,24000000,27,191
R. Bentancur,Rodrigo Bentancur,"CDM,CM",Tottenham Hotspur,81,67,68,79,82,78,72,26500000,27,187
R. Doan,Ritsu Doan,RM,SC Freiburg,81,79,71,77,84,41,61,28000000,26,172
R. Freuler,Remo Freuler,"CDM,CM",Bologna FC,81,60,72,76,77,77,74,17000000,32,180
R. Guerreiro,Raphaël Guerreiro,"LB,CM,RB",Bayern München,81,64,78,85,88,75,56,22000000,30,170
R. Koch,Robin Koch,CB,Eintracht Frankfurt,81,65,44,62,66,82,78,24000000,27,192
R. Kolo Muani,Randal Kolo Muani,ST,Juventus FC,81,90,79,71,80,38,67,34500000,25,187
R. Orsolini,Riccardo Orsolini,"RM,RW",Bologna FC,81,79,80,78,83,49,67,27500000,27,183
Ricardo Horta,Ricardo Jorge da Luz Horta,"CAM,LM,RM",Sporting Clube de Braga,81,80,79,80,81,43,70,25500000,29,173
Rosival Dourado,Rosival Jailson Dourado Santos,"CDM,CM,CAM",Corinthians,81,77,57,74,77,82,69,26500000,24,175
S. Al Dawsari,Salem Al Dawsari,"LM,LW",Al Hilal,81,86,75,75,84,57,80,20500000,32,173
S. Banza,Simon Banza,ST,Trabzonspor,81,76,80,62,77,36,79,28000000,27,189
S. McTominay,Scott McTominay,"CM,CDM",SSC Napoli,81,59,80,75,77,79,84,27500000,27,193
Sergi Darder,Sergi Darder Moll,"LM,CM,CDM",RCD Mallorca,81,79,76,81,81,73,77,25000000,30,180
Sergio Busquets,Sergio Busquets Burgos,"CDM,CM,CB",Inter Miami,81,37,61,77,78,78,73,7500000,35,189
T. Kleindienst,Tim Kleindienst,ST,Borussia Mönchengladbach,81,67,82,62,70,45,88,26500000,28,194
T. Müller,Thomas Müller,"CAM,ST,RM",Bayern München,81,57,81,82,78,55,68,12000000,34,185
Trincão,Francisco Trincão,"CAM,RW,RM",Sporting CP,81,78,79,78,83,39,68,33500000,24,184
V. Tsygankov,Viktor Tsygankov,"RM,RW,CAM",Girona FC,81,83,76,79,80,46,62,28000000,26,178
Welington Dano,Welington Kauê Dano Nascimento,"LB,LM",Atlético Mineiro,81,79,54,76,79,75,74,27000000,24,178
X. Schlager,Xaver Schlager,"CDM,CM",RB Leipzig,81,72,70,74,78,75,79,28500000,26,174
Y. Fofana,Youssouf Fofana,"CDM,CM",AC Milan,81,69,68,74,77,78,80,32500000,25,181
Y. Herrera,Yangel Herrera,"CM,CDM,CAM",Girona FC,81,66,76,77,80,80,81,30000000,26,184
Á. Correa,Ángel Correa,ST,Atlético Madrid,81,84,82,76,85,50,75,25500000,29,171
Éderson,Éderson José dos Santos,"CM,CAM",Atalanta BC,81,76,70,76,80,78,80,36500000,24,182
A. Elanga,Anthony Elanga,"RM,LM",Nottingham Forest,80,92,71,74,81,39,70,31000000,22,178
A. Golovin,Alexandr Golovin,"LM,CAM",AS Monaco,80,75,77,80,83,61,67,21000000,28,178
A. Guðmundsson,Albert Guðmundsson,"ST,CAM",Fiorentina,80,87,79,70,83,37,72,23000000,27,178
A. Iwobi,Alex Iwobi,"LM,RM",Fulham FC,80,76,72,77,81,56,76,21000000,28,180
A. Lacazette,Alexandre Lacazette,ST,Olympique Lyonnais,80,69,82,75,81,44,74,13500000,33,175
A. Milik,Arkadiusz Milik,ST,Juventus FC,80,56,82,72,77,40,71,20500000,30,186
A. Rrahmani,Amir Rrahmani,CB,SSC Napoli,80,69,51,58,61,82,78,17500000,30,192
A. Saint-Maximin,Allan Saint-Maximin,"LW,LM",Fenerbahçe SK,80,90,72,72,88,29,68,22500000,27,173
A. Wan-Bissaka,Aaron Wan-Bissaka,"RB,RM",West Ham United,80,82,51,69,77,78,73,22500000,26,183
B. André,Benjamin André,"CDM,CM",Lille OSC,80,61,64,73,76,79,83,10500000,33,180
B. Cristante,Bryan Cristante,"CM,CDM,CB",AS Roma,80,55,74,78,74,77,84,20500000,29,186
B. Dia,Boulaye Dia,"ST,CAM",SS Lazio,80,84,81,67,78,43,77,23000000,27,180
B. Šeško,Benjamin Šeško,ST,RB Leipzig,80,85,79,65,78,46,78,47500000,21,195
C. Jones,Curtis Jones,"CAM,CM,CDM",Liverpool FC,80,71,74,76,82,71,76,29000000,23,185
C. Lukeba,Castello Lukeba,CB,RB Leipzig,80,70,43,68,73,81,75,40000000,21,183
C. Tolisso,Corentin Tolisso,"CM,CDM,CAM",Olympique Lyonnais,80,70,78,77,75,77,79,20500000,29,181
Carlos Augusto,Carlos Augusto Zopolato Neves,"LM,LB,CB",Inter Milan,80,78,72,77,80,78,80,25000000,25,184
D. Malen,Donyell Malen,"RM,RW,LM",Aston Villa,80,87,79,72,84,35,71,25000000,25,176
D. Muñoz,Daniel Muñoz,"RB,RM",Crystal Palace,80,84,68,72,76,76,82,19000000,28,181
D. Núñez,Darwin Núñez,ST,Liverpool FC,80,90,80,72,77,49,85,28500000,25,187
D. Solanke,Dominic Solanke,ST,Tottenham Hotspur,80,75,79,66,77,42,83,25000000,26,187
D. Undav,Deniz Undav,"ST,CAM",VfB Stuttgart,80,67,82,75,80,33,78,23000000,27,179
D. Zappacosta,Davide Zappacosta,"LB,LM,RM",Atalanta BC,80,77,70,75,77,76,70,14500000,32,182
Dani Ceballos,Daniel Ceballos Fernández,"CM,CDM",Real Madrid,80,63,70,80,82,71,67,22500000,27,179
Danilo Pereira,Danilo Luís Hélio Pereira,"CB,CDM",Al Ittihad,80,50,63,70,70,80,84,13500000,32,188
Diogo Dalot,José Diogo Dalot Teixeira,"RB,LB,RM",Manchester United,80,85,63,75,78,77,80,24500000,25,183
E. Ndicka,Evan Ndicka,CB,AS Roma,80,74,53,69,69,81,79,24500000,24,192
E. Skhiri,Ellyes Skhiri,"CDM,CM",Eintracht Frankfurt,80,60,73,74,75,80,76,18000000,29,185
E. Zhegrova,Edon Zhegrova,"RM,RW",Lille OSC,80,85,71,76,85,25,62,25000000,25,180
Evanilson,F. Evanilson de Lima Barbosa,ST,AFC Bournemouth,80,76,78,65,78,37,80,29000000,24,183
F. Aursnes,Fredrik Aursnes,"CM,RB,LB",SL Benfica,80,74,71,78,80,76,82,21000000,28,179
F. Kadıoğlu,Ferdi Kadıoğlu,"LB,RB",Brighton & Hove Albion,80,88,68,74,83,75,70,26500000,24,174
Florentino,Florentino Morris Luís,"CDM,CM",SL Benfica,80,55,47,65,73,81,80,26000000,24,184
G. Sudakov,Georgiy Sudakov,"CAM,CM,CDM",Shakhtar Donetsk,80,81,76,78,81,60,71,43000000,21,177
Gabriel Jesus,Gabriel Fernando de Jesus,ST,Arsenal FC,80,83,79,74,86,39,74,23000000,27,175
Galeno,Wenderson Nascimento Galeno,"LM,LB",Al Ahli SFC,80,93,75,71,82,45,69,23000000,26,179
Gonçalo Inácio,Gonçalo Bernardo Inácio,CB,Sporting CP,80,77,37,70,71,82,79,40000000,22,185
Gonçalo Ramos,Gonçalo Matias Ramos,ST,Paris Saint-Germain,80,73,79,64,77,47,79,32000000,23,185
H. Barnes,Harvey Barnes,"LW,LM",Newcastle United,80,85,78,75,81,43,68,23000000,26,185
H. Maguire,Harry Maguire,CB,Manchester United,80,37,57,70,65,80,82,14500000,31,193
H. Morita,Hidemasa Morita,"CM,CDM",Sporting CP,80,70,72,77,79,74,78,20500000,29,177
H. Traoré,Hamari Traoré,RB,Real Sociedad,80,82,57,72,76,75,78,14500000,32,175
Heberto Gaúcho,Juan Heberto Mestres de Mesquita,"CB,CDM",Atlético Mineiro,80,71,61,57,63,82,80,18000000,28,181
J. Burkardt,Jonathan Burkardt,ST,1. FSV Mainz 05,80,75,80,67,79,44,77,32000000,23,181
J. Clauss,Jonathan Clauss,"RB,RM",OGC Nice,80,88,69,76,78,73,69,15500000,31,178
J. Doku,Jérémy Doku,"LW,RW",Manchester City,80,93,71,72,87,32,68,32500000,22,173
J. Gomez,Joe Gomez,"CB,RB,LB",Liverpool FC,80,82,29,71,72,80,78,21000000,27,188
J. Mateta,Jean-Philippe Mateta,ST,Crystal Palace,80,77,81,66,74,39,82,24500000,27,192
J. Schouten,Jerdy Schouten,"CDM,CB,CM",PSV,80,62,59,72,76,80,72,21500000,27,185
J. Tarkowski,James Tarkowski,CB,Everton FC,80,45,45,64,60,81,82,14500000,31,188
Javi Galán,Javier Galán Gil,LB,Atlético Madrid,80,78,56,75,79,77,73,18500000,29,172
Jordi Alba,Jordi Alba Ramos,LB,Inter Miami,80,82,70,80,81,72,69,6500000,35,170
João Félix,João Félix Sequeira,"CAM,LM,ST",AC Milan,80,80,78,77,84,45,70,30000000,24,181
K. Adeyemi,Karim Adeyemi,"RM,LW,ST",Borussia Dortmund,80,96,75,70,82,36,70,34000000,22,180
K. Danso,Kevin Danso,CB,Tottenham Hotspur,80,75,32,57,62,80,85,25000000,25,190
K. Fortounis,Konstantinos Fortounis,"CAM,LW,RW",Al Khaleej,80,73,76,81,80,43,65,17500000,31,183
K. Thuram,Khéphren Thuram,"CM,CDM",Juventus FC,80,77,70,77,80,79,82,30000000,23,192
L. Acosta,Luciano Acosta,"CAM,ST",FC Dallas,80,79,73,75,85,46,56,20500000,30,161
L. Bailey,Leon Bailey,RM,Aston Villa,80,90,75,74,85,38,61,23000000,26,178
L. Balerdi,Leonardo Balerdi,CB,Olympique de Marseille,80,78,45,65,68,81,77,26500000,25,187
L. Digne,Lucas Digne,LB,Aston Villa,80,72,68,79,76,77,74,18000000,30,178
L. Shaw,Luke Shaw,"LB,CB",Manchester United,80,75,57,80,77,79,77,19000000,28,181
L. de Jong,Luuk de Jong,ST,PSV,80,47,80,72,72,57,80,13500000,33,189
Laure Santeiro,Laureano Thomas Santeiro Marre,"CAM,LM,LW",Fluminense,80,80,72,77,82,26,45,24500000,24,171
M. Amoura,Mohamed Amoura,"ST,LW,RW",VfL Wolfsburg,80,92,81,71,85,47,58,30500000,24,170
M. Arnold,Maximilian Arnold,"CDM,CM",VfL Wolfsburg,80,63,79,79,77,76,76,17500000,30,184
M. Gusto,Malo Gusto,RB,Chelsea FC,80,88,50,75,79,75,75,28500000,21,178
M. Kudus,Mohammed Kudus,"LM,RM,ST",West Ham United,80,90,76,72,86,60,74,30000000,23,177
M. Mittelstädt,Maximilian Mittelstädt,"LB,LM",VfB Stuttgart,80,74,62,75,78,77,73,20500000,27,180
M. Pašalić,Mario Pašalić,"CM,CAM",Atalanta BC,80,69,78,77,81,67,77,20500000,29,186
M. Politano,Matteo Politano,"RW,RM",SSC Napoli,80,80,78,78,83,59,55,20500000,30,171
M. Rashford,Marcus Rashford,"LM,LW,ST",Aston Villa,80,89,82,76,80,33,64,23000000,26,186
M. Retegui,Mateo Retegui,ST,Atalanta BC,80,72,81,65,72,36,77,27000000,25,186
M. Simakan,Mohamed Simakan,"CB,RB",Al Nassr,80,75,43,65,69,82,81,29000000,24,187
M. Ugarte,Manuel Ugarte,"CDM,CM",Manchester United,80,69,65,72,77,79,78,27500000,23,182
M. de Roon,Marten de Roon,"CM,CDM,CB",Atalanta BC,80,64,72,76,75,82,83,13000000,33,186
Maikel Catarino,Maikel Renan Catarino Fagundes,"RB,RM",Corinthians,80,76,51,70,77,77,72,19000000,28,177
Marco Asensio,Marco Asensio Willemsen,"RW,CAM",Aston Villa,80,75,79,81,83,43,61,21000000,28,182
Mario Hermoso,Mario Hermoso Canseco,CB,Bayer 04 Leverkusen,80,75,49,73,71,80,79,19500000,29,184
O. Aina,Ola Aina,"RB,LB",Nottingham Forest,80,89,60,70,75,78,75,20500000,27,184
O. Kossounou,Odilon Kossounou,"CB,RB",Atalanta BC,80,80,32,64,67,81,80,29000000,23,191
P. Sarr,Pape Matar Sarr,"CDM,CM",Tottenham Hotspur,80,70,65,75,78,76,76,29500000,21,184
Pepê,Eduardo Gabriel Aquino Cossa,"CAM,RM,LM",FC Porto,80,86,73,73,85,60,60,22500000,27,173
Q. Timber,Quinten Timber,"CM,CAM,CDM",Feyenoord,80,78,77,76,80,74,83,31500000,23,179
R. Loftus-Cheek,Ruben Loftus-Cheek,"CM,CAM",AC Milan,80,81,76,79,80,76,83,21000000,28,191
Reinildo,Reinildo Isnard Mandava,"LB,CB",Atlético Madrid,80,83,55,68,75,77,78,18000000,30,180
Riqui Puig,Ricard Puig Martí,"CM,CAM",LA Galaxy,80,73,71,79,82,50,52,30000000,24,169
Ruiz de Galarreta,Iñigo Ruiz de Galarreta,"CDM,CM",Athletic Club,80,72,65,77,80,76,76,17500000,30,175
S. Chukwueze,Samuel Chukwueze,"RW,RM",AC Milan,80,88,74,74,83,36,61,25000000,25,172
S. Coates,Sebastián Coates,CB,Club Nacional de Football,80,62,49,55,62,82,85,10000000,33,196
S. Kolašinac,Sead Kolašinac,"CB,LB",Atalanta BC,80,64,63,67,68,80,82,14500000,31,183
S. Savić,Stefan Savić,CB,Trabzonspor,80,61,35,57,57,82,79,10000000,33,187
Tony Abranjes,Tony Josimar Abranjes Meneses,CB,Internacional,80,67,39,55,58,81,85,13500000,32,179
V. Castellanos,Valentin Castellanos,ST,SS Lazio,80,77,80,69,80,45,78,28500000,25,178
V. Grifo,Vincenzo Grifo,"LM,CAM",SC Freiburg,80,69,77,82,81,43,64,17500000,31,180
V. Pavlidis,Vangelis Pavlidis,ST,SL Benfica,80,77,82,69,78,44,84,27000000,25,186
W. Singo,Wilfried Singo,"CB,RB",AS Monaco,80,80,59,70,73,79,83,29000000,23,190
W. Zaïre-Emery,Warren Zaïre-Emery,"CM,CDM",Paris Saint-Germain,80,79,68,76,79,75,79,44500000,18,178
William Carvalho,William Silva de Carvalho,"CDM,CAM",Real Betis Balompié,80,54,68,78,76,75,84,14000000,32,187
Y. Wissa,Yoane Wissa,ST,Brentford,80,85,80,70,80,30,71,23000000,27,176
Álvaro García,Álvaro García Rivera,LM,Rayo Vallecano,80,88,70,77,81,51,44,17500000,31,167
A. Al Musrati,Ali Al Musrati,"CDM,CM",AS Monaco,79,51,66,72,68,77,83,15500000,28,189
A. Bah,Alexander Bah,RB,SL Benfica,79,91,65,72,75,74,81,19000000,26,183
A. Bardakcı,Abdülkerim Bardakcı,"CB,LB",Galatasaray SK,79,59,45,70,69,80,84,14500000,29,185
A. Cambiaso,Andrea Cambiaso,"LB,RB",Juventus FC,79,79,70,77,79,75,72,24500000,24,182
A. Colpani,Andrea Colpani,"RM,CAM",Fiorentina,79,76,76,78,78,65,70,21000000,25,184
A. El Kaabi,Ayoub El Kaabi,ST,Olympiacos FC,79,82,81,62,74,46,73,15000000,31,182
A. Güler,Arda Güler,"CAM,RM",Real Madrid,79,72,74,81,82,52,50,38000000,19,175
A. Laurienté,Armand Laurienté,"LW,LM",Sassuolo,79,82,76,74,81,36,61,21000000,25,171
A. Marušić,Adam Marušić,"RB,LB",SS Lazio,79,87,66,67,74,76,80,12500000,31,185
A. Miranchuk,Aleksey Miranchuk,"CAM,CM,LW",Atlanta United,79,71,73,78,82,31,60,17500000,28,182
A. Onana,Amadou Onana,"CDM,CM",Aston Villa,79,74,62,72,73,78,81,23500000,22,192
A. Semenyo,Antoine Semenyo,"RM,LM",AFC Bournemouth,79,85,76,73,79,35,78,24000000,24,185
A. Stach,Anton Stach,"CDM,CB,CM",TSG 1899 Hoffenheim,79,71,68,75,72,78,80,21000000,25,194
A. Theate,Arthur Theate,"CB,LB",Eintracht Frankfurt,79,70,40,70,69,79,80,22500000,24,185
A. Varela,Alan Varela,"CDM,CM",FC Porto,79,70,65,74,73,75,78,26000000,22,177
A. Wharton,Adam Wharton,"CDM,CM",Crystal Palace,79,62,61,80,77,75,69,32500000,20,182
A. Witsel,Axel Witsel,CB,Atlético Madrid,79,34,63,77,76,81,74,4600000,35,186
Adnan Vidual,Adnan Claudiano Vidual Machado,RB,Internacional,79,83,52,70,71,76,72,16000000,28,175
Amad,Amad Diallo,"CAM,RW,RM",Manchester United,79,85,74,75,83,44,51,28000000,21,173
Arnau Martínez,Arnau Martínez López,"RB,RM,CB",Girona FC,79,81,54,75,75,74,72,25000000,21,182
Azpilicueta,César Azpilicueta Tanco,"CB,RB",Atlético Madrid,79,59,55,76,71,81,75,5500000,34,178
B. Djimsiti,Berat Djimsiti,CB,Atalanta BC,79,65,39,59,48,81,79,12000000,31,190
B. Johnson,Brennan Johnson,RW,Tottenham Hotspur,79,86,75,72,78,43,59,25000000,23,186
B. Yılmaz,Barış Alper Yılmaz,"RM,LM,LB",Galatasaray SK,79,92,77,72,77,68,87,24000000,24,186
Bruma,Armindo Tué Na Bangna,"LM,LW,CAM",SL Benfica,79,88,78,72,83,32,61,17000000,29,173
Bryan Gil,Bryan Gil Salvatierra,"LM,LW,RM",Girona FC,79,84,71,76,82,31,47,25000000,23,175
C. Baleba,Carlos Baleba,"CDM,CM",Brighton & Hove Albion,79,77,67,73,80,76,79,32500000,20,183
C. McGregor,Callum McGregor,"CDM,CM",Celtic FC,79,77,76,78,80,72,78,12500000,31,178
C. Wilson,Callum Wilson,ST,Newcastle United,79,77,80,67,77,42,73,14000000,32,180
Carles Gil,Carles Gil Pareja,"CAM,RM",New England Revolution,79,70,71,80,79,38,62,14500000,31,170
Catena,Alejandro Catena Marugán,CB,CA Osasuna,79,65,39,63,53,79,78,14500000,29,194
Cucho,Juan Camilo Hernández Suárez,ST,Real Betis Balompié,79,83,78,74,79,42,78,23500000,25,176
D. Blind,Daley Blind,"CB,LB",Girona FC,79,39,62,85,77,82,70,5500000,34,180
D. Bouanga,Denis Bouanga,"LW,ST",Los Angeles FC,79,85,81,71,79,38,79,17000000,29,180
D. Burn,Dan Burn,CB,Newcastle United,79,42,36,68,64,79,85,11500000,32,198
D. Calabria,Davide Calabria,RB,Bologna FC,79,77,57,70,75,77,70,17000000,27,177
Dante,Dante Bonfim Costa Santos,CB,OGC Nice,79,32,52,69,65,81,79,0,40,188
David López,David López Silva,"CB,CDM",Girona FC,79,45,60,72,65,81,75,5500000,34,185
Diego Carlos,Diego Carlos Santos Silva,CB,Fenerbahçe SK,79,63,47,63,67,79,76,12000000,31,186
Diego Essler,Ronaldo Diego Essler Domingues,"LB,LM",Atlético Mineiro,79,89,58,70,77,74,59,18500000,24,168
Diego Llorente,Diego Javier Llorente Ríos,CB,Real Betis Balompié,79,64,41,63,68,81,76,14500000,30,186
E. Anderson,Elliot Anderson,"CDM,CM,LM",Nottingham Forest,79,74,67,78,81,75,78,24500000,21,179
E. Demirović,Ermedin Demirović,ST,VfB Stuttgart,79,69,81,72,77,41,79,21000000,26,185
E. Dier,Eric Dier,CB,Bayern München,79,57,62,67,62,80,80,14500000,30,191
E. Forsberg,Emil Forsberg,"CAM,LM",New York Red Bulls,79,63,73,81,80,35,61,14000000,32,177
E. Višća,Edin Višća,"RM,LM",Trabzonspor,79,82,78,76,81,47,65,8000000,34,172
F. Gatti,Federico Gatti,CB,Juventus FC,79,76,42,53,65,80,78,21500000,26,190
F. Honorat,Franck Honorat,"RM,RW",Borussia Mönchengladbach,79,80,77,77,78,53,63,18500000,27,180
F. Medina,Facundo Medina,CB,RC Lens,79,73,36,69,72,79,79,22000000,25,184
Fran García,Francisco José García Torres,LB,Real Madrid,79,89,50,70,78,72,71,24500000,24,169
Francisco Conceição,Francisco F. da Conceição,"RM,RW",Juventus FC,79,87,68,73,85,36,50,35500000,21,168
G. Kondogbia,Geoffrey Kondogbia,"CDM,CB",Olympique de Marseille,79,67,71,74,74,78,83,12500000,31,188
G. Montiel,Gonzalo Montiel,RB,River Plate,79,81,63,72,77,74,78,17000000,27,175
G. Scamacca,Gianluca Scamacca,ST,Atalanta BC,79,65,81,67,74,36,74,23500000,25,196
Gabriel Sara,Gabriel Davi Gomes Sara,"CM,CAM,RM",Galatasaray SK,79,74,74,82,78,67,80,25500000,25,177
Gedson Fernandes,Gedson Carvalho Fernandes,"CM,CDM,CAM",Beşiktaş JK,79,87,75,76,82,75,82,23000000,25,183
Guruzeta,Gorka Guruzeta Rodríguez,ST,Athletic Club,79,74,78,71,78,51,80,19000000,27,188
H. Ekitiké,Hugo Ekitiké,ST,Eintracht Frankfurt,79,86,78,65,81,32,69,28500000,22,189
H. Mukhtar,Hany Mukhtar,"CAM,ST",Nashville SC,79,82,73,77,80,44,63,17000000,29,173
H. Ziyech,Hakim Ziyech,"RM,CAM",,79,72,76,81,80,49,63,0,31,181
I. Maatsen,Ian Maatsen,LB,Aston Villa,79,87,65,75,81,73,63,25000000,22,178
I. Ndiaye,Iliman Ndiaye,"LM,ST",Everton FC,79,84,76,70,84,40,63,24000000,24,180
I. Toney,Ivan Toney,ST,Al Ahli SFC,79,77,81,70,75,51,81,18000000,28,187
J. Andersen,Joachim Andersen,CB,Fulham FC,79,44,57,72,66,79,83,15000000,28,192
J. Branthwaite,Jarrad Branthwaite,CB,Everton FC,79,71,37,53,59,79,77,33000000,22,195
J. Clasie,Jordy Clasie,"CDM,CM",AZ Alkmaar,79,55,64,80,75,72,68,8500000,33,170
J. Durán,Jhon Durán,ST,Al Nassr,79,80,81,63,75,32,80,35000000,20,187
J. Henderson,Jordan Henderson,"CDM,CM",Ajax,79,66,72,81,75,75,76,6000000,34,182
J. Hofmann,Jonas Hofmann,"CAM,ST",Bayer 04 Leverkusen,79,73,77,78,80,64,71,14500000,31,176
J. Kluivert,Justin Kluivert,"CAM,LM",AFC Bournemouth,79,89,78,76,81,38,66,22000000,25,172
J. Murphy,Jacob Murphy,RW,Newcastle United,79,82,74,76,79,61,69,17000000,29,179
J. Mæhle,Joakim Mæhle,"LB,RB",VfL Wolfsburg,79,75,57,71,75,74,78,17000000,27,185
J. Quiñones,Julian Quiñones,"ST,LW",Al Qadsiah FC,79,88,78,70,78,36,83,19000000,27,180
J. Ryerson,Julian Ryerson,"RB,LB",Borussia Dortmund,79,74,63,71,76,76,82,19000000,26,183
J. Todibo,Jean-Clair Todibo,CB,West Ham United,79,81,47,64,69,79,74,21500000,24,190
J. Veerman,Joey Veerman,"CM,CDM,CAM",PSV,79,56,72,85,75,66,70,22000000,25,185
J. Šutalo,Josip Šutalo,CB,Ajax,79,76,32,61,71,79,79,24000000,24,185
Johnny Cardoso,João Lucas de Souza Cardoso,"CDM,CM",Real Betis Balompié,79,73,67,75,76,78,77,26000000,22,185
Jorge Andrão,Everton Jorge Andrade Zanon,"CDM,CM",Fluminense,79,67,62,74,75,78,76,15500000,28,177
João Mário,João Mário N. Costa Eduardo,"LM,RM,CM",Beşiktaş JK,79,68,74,78,81,64,68,14500000,31,179
